Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,NEW_SMILES
CHEMBL1332506,,0,374.35,0,3.11,SID47202925,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,IC50,'=',10200.0,nM,4.99,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C1NN(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1
CHEMBL1421172,,0,304.37,0,2.26,SID17512316,CCCCN1C(=O)/C(=C/C=C/c2ccco2)C(=O)NC1=S,IC50,'=',3390.0,nM,5.47,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCCCN1C(=O)C(=CC=Cc2ccco2)C(=O)NC1=S
CHEMBL4206071,,0,479.62,1,5.15,28,COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1870.0,nM,5.73,,,UO_0000065,11.94,0.22,0.58,9.52,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1
CHEMBL4856184,,0,627.79,2,6.12,9d,COc1cc2c(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',167.0,nM,6.78,,,UO_0000065,10.8,0.2,0.66,6.03,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,COc1cc2c(=NCC3CCN(Cc4ccc(C(O)=NO)cc4)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4092336,,0,371.42,0,3.09,17,COC(=O)c1ccccc1NC(=O)CSc1nc2cc(OC)ccc2[nH]1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4013555,Inhibition of DNMT1 (unknown origin) using poly(dI-DC) as substrate preincubated for 15 mins followed by substrate/ [3H]-SAM addition measured after 120 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4011642,1,Scientific Literature,J Med Chem,2017.0,None,,COC(=O)c1ccccc1NC(=O)CSc1nc2cc(OC)ccc2[nH]1
CHEMBL3087498,,0,618.58,1,3.61,SGC0946,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'=',0.3,nM,9.52,,,UO_0000065,15.39,0.33,5.91,6.32,0,CHEMBL4479553,Inhibition of DNMT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477246,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)CC1OC(n2cc(Br)c3c(=N)[nH]cnc32)C(O)C1O
CHEMBL551167,,0,424.48,1,-0.99,1k,COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C,IC50,'=',4500.0,nM,5.35,,,UO_0000065,12.6,0.25,6.34,3.59,0,CHEMBL1036444,Inhibition of human recombinant DNMT1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151876,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,COC(=O)C1CC(SCC2OC(n3cnc4c(=N)[nH]cnc43)C(O)C2O)CN1C
CHEMBL4855461,,0,425.49,0,4.3,12j-cis,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@@H](C(=O)NO)CC3)c2cc1OC,IC50,'=',2660.0,nM,5.58,,,UO_0000065,13.1,0.25,1.28,5.27,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,COc1cc2[nH]c(-c3ccc(C)o3)cc(=NC3CCC(C(O)=NO)CC3)c2cc1OC
CHEMBL44,GENISTEIN,2,270.24,0,2.58,10,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',30000.0,nM,4.52,,,UO_0000065,16.74,0.31,1.94,4.98,0,CHEMBL3418012,Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414469,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308860,,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL403716,,0,275.31,0,1.84,oxazoline,O=[N+]([O-])c1ccc(C2=NC[C@H](CN3CCCC3)O2)cc1,IC50,'=',150000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3418012,Inhibition of His6-tagged human recombinant DNMT1 expressed in insect Sf9 cells assessed as reduction in DNA methyltransferase activity using 5'-biotinylated 45-bp unmethylated or hemimethylated oligonucleotide substrates and [3H]-AdoMet by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414469,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308860,,O=[N+]([O-])c1ccc(C2=NCC(CN3CCCC3)O2)cc1
CHEMBL4208522,,0,520.72,2,6.21,15,COc1cc2c(NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',722.0,nM,6.14,,,UO_0000065,11.79,0.22,-0.07,9.75,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4173662,,0,464.61,0,4.87,23k,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccoc3)nc2cc1OCCCN1CCCC1,IC50,'=',978.0,nM,6.01,,,UO_0000065,12.93,0.24,1.14,9.54,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccoc3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4166410,,0,482.67,0,4.85,31,COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1,IC50,'=',1370.0,nM,5.86,,,UO_0000065,12.15,0.23,1.01,9.92,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CCN(C)CC3)cc(C3CCC(C)O3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4159955,,0,521.71,1,4.98,34b,CCNCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',618.0,nM,6.21,,,UO_0000065,11.9,0.22,1.23,8.28,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,CCNCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL4166777,,0,540.71,2,6.54,34f,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1050.0,nM,5.98,,,UO_0000065,11.06,0.2,-0.56,9.49,0,CHEMBL4137467,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130634,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,1; SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,O=C(CCCCCCC(O)=NO)Nc1ccccc1
CHEMBL4865830,,0,549.68,1,3.65,10a,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,IC50,'=',555.0,nM,6.26,,,UO_0000065,11.38,0.21,2.61,5.01,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,COc1cc2c(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)cc(C)[nH]c2cc1OCCCN1CCCC1
CHEMBL4847870,,0,514.59,1,4.16,13c,COc1cc2nc(-c3ccccc3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10.0,nM,,,,UO_0000065,,,,,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,COc1cc2[nH]c(-c3ccccc3)cc(=NCC3CCN(c4ncc(C(O)=NO)cn4)CC3)c2cc1OC
CHEMBL4207526,,0,466.63,0,4.9,35,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3n2)o1,IC50,'=',425.0,nM,6.37,,,UO_0000065,13.65,0.26,1.47,10.11,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3[nH]2)o1
CHEMBL559281,,0,366.45,0,-0.36,11,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O,IC50,'=',94000.0,nM,4.03,,,UO_0000065,10.99,0.22,4.39,2.77,0,CHEMBL1036444,Inhibition of human recombinant DNMT1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151876,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,N=c1[nH]cnc2c1ncn2C1OC(CSC2CCCC2N)C(O)C1O
CHEMBL1897695,,0,294.35,0,3.39,SID99360584,CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O,IC50,'=',8250.0,nM,5.08,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O
CHEMBL1369492,,0,515.69,1,4.55,SID17415430,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1,IC50,'=',6160.0,nM,5.21,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CCc1n[nH]c(=NS(=O)(=O)c2ccc(NC(=S)NC(=O)C=Cc3ccc(C(C)C)cc3)cc2)s1
CHEMBL1303651,,0,500.4,2,5.74,SID49669940,O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)SC1=S,IC50,'=',4080.0,nM,5.39,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,O=C(O)C(c1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(Br)cc3)o2)SC1=S
CHEMBL4870578,,0,530.63,2,5.26,12g,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)c2cc1OC,IC50,'=',267.0,nM,6.57,,,UO_0000065,12.39,0.23,1.31,6.03,0,CHEMBL4835061,Inhibition of human DNMT1 enzyme using polydeoxy-inosine polydeoxy-cytosine DNA as substrate incubated for 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4834403,1,Scientific Literature,J Med Chem,2021.0,None,TIME = 0.25 hr,COc1cc2[nH]c(-c3ccc(C)o3)cc(=NCC3CCN(Cc4ccc(C(O)=NO)cc4)CC3)c2cc1OC
CHEMBL563946,,0,383.43,0,-0.83,7,Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',45000.0,nM,4.35,,,UO_0000065,11.34,0.23,5.18,2.56,0,CHEMBL1036408,Inhibition of human recombinant DNMT1 expressed in baculovirus infected high five insect cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1151871,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,,N=c1cc[nH]c2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
CHEMBL4216663,,0,518.7,2,5.68,24,COc1cc2c(NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',261.0,nM,6.58,,,UO_0000065,12.69,0.24,0.9,10.45,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4215377,,0,483.06,1,5.83,31,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(Cl)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',298.0,nM,6.53,,,UO_0000065,13.51,0.26,0.7,12.14,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,Cc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(Cl)c(OCCCN4CCCC4)cc3[nH]2)o1
CHEMBL2349526,,0,462.33,0,-0.07,BrSAH,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',1900.0,nM,5.72,,,UO_0000065,12.37,0.29,5.79,3.37,0,CHEMBL2350641,Inhibition of DNMT1 (unknown origin) using [3H]-SAM assessed as inhibition of dsDNA methylation after 1 hr by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2346640,1,Scientific Literature,Bioorg. Med. Chem.,2013.0,None,,N=c1[nH]cnc2c1c(Br)cn2C1OC(CSCCC(N)C(=O)O)C(O)C1O
CHEMBL4213346,,0,518.7,2,5.82,46,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,IC50,'=',200.0,nM,6.7,,,UO_0000065,12.91,0.24,0.88,10.63,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OCC1CCN(C)CC1
CHEMBL4204903,,0,516.69,2,5.57,48,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,IC50,'=',250.0,nM,6.6,,,UO_0000065,12.78,0.24,1.03,10.48,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)[nH]c2cc1OC1CC2(C1)CN(C)C2
CHEMBL4217747,,0,471.6,1,6.29,16,COc1cc2c(NCc3ccccc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',624.0,nM,6.21,,,UO_0000065,13.16,0.24,-0.09,10.38,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,COc1cc2c(=NCc3ccccc3)cc(-c3ccc(C)o3)[nH]c2cc1OCCCN1CCCC1
CHEMBL4210033,,0,506.69,2,5.83,37,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3n2)o1,IC50,'=',247.0,nM,6.61,,,UO_0000065,13.04,0.24,0.78,10.49,0,CHEMBL4195563,Inhibition of human DNMT1 using polydeoxyinosine polydeoxycytosine DNA as substrate after 15 mins in presence of SAM by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190398,1,Scientific Literature,J Med Chem,2018.0,None,,CCc1ccc(-c2cc(=NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3[nH]2)o1
CHEMBL1579066,,0,226.23,0,3.11,SID11532888,Oc1cccc2cc3cccc(O)c3c(O)c12,IC50,'=',1900.0,nM,5.72,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,Oc1cccc2cc3cccc(O)c3c(O)c12
CHEMBL233896,,0,333.39,0,3.98,SID860182,CN(C)CCOc1nc(-c2ccccc2)nc2c1oc1ccccc12,IC50,'>',99000.0,nM,,,inactive,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CN(C)CCOc1nc(-c2ccccc2)nc2c1oc1ccccc12
CHEMBL1514259,,0,557.46,2,7.03,SID85268849,COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl,IC50,'=',10100.0,nM,5.0,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,COc1cc(C=C(CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl
CHEMBL1789994,,0,750.54,1,6.19,SID26659400,CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2.[I-].[I-],IC50,'=',1240.0,nM,5.91,,active,UO_0000065,,,,,0,CHEMBL1963910,PUBCHEM_BIOASSAY: Dose response confirmation of DNMT1 inhibitors in a Fluorescent Molecular Beacon assay. (Class of assay: confirmatory) ,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2
